id,canonical_name,synonyms
imc-cs4,IMC-CS4,"['LY3022855', 'IMC CS4', 'IMC-CS4']"
vicriviroc,Vicriviroc,"['SCH 417690', 'MK-7690', 'SCH417690', 'SCH-D', 'Vicriviroc']"
capecitabine,Capecitabine,"['Xeloda', 'Capecitabine']"
cdx-1401,CDX-1401,"['DEC-205/NY-ESO-1 fusion protein CDX-1401', 'CDX-1401']"
car-t-colon-_anti-ley-comma-_ii_generation_-lpar-cd3ze--etcoppj6,"CAR-T: Anti-LeY, II generation (CD3zeta_CD28)","['CAR-T: Anti-LeY, II generation (CD3zeta_CD28)']"
dalantercept,Dalantercept,['Dalantercept']
rituximab,Rituximab,"['Truxima', 'SAIT101', 'RTXM83', 'Rituxan', 'ABP 798', 'MOAB IDEC-C2B8', 'HLX01', 'MabThera', 'PF-05280586', 'IBI301', 'GB241', 'TQB2303', 'Reditux', 'BI 695500C2B8', 'HS006', 'IDEC-C2B8', 'CT-P10', 'C2B8', 'IDEC-102', 'BI 695500', 'JHL1101', 'Rituximab']"
gpx-150,GPX-150,['GPX-150']
ad5crt,Ad5CRT,['Ad5CRT']
ct7-comma-_mage-a3-comma-_and_wt1_mrna-electroporated_--etc8ytbc,"CT7, MAGE-A3, and WT1 mRNA-electroporated Langerhans cells ( LCs)","['CT7, MAGE-A3, and WT1 mRNA-electroporated Langerhans cells ( LCs)']"
onartuzumab,Onartuzumab,"['D09941', 'OA-5D5', 'RO-5490258', 'Anti-MET monoclonal antibody onartuzumab', 'hOA-5D5.v2', 'RG-3638', 'C584058', 'RO5490258', 'PRO-143966', 'Onartuzumab']"
infigratinib,Infigratinib,"['BGJ398', 'NVP-BGJ398', 'Infigratinib']"
pf-06840003,PF-06840003,"['EOS200271', 'PF-06840003']"
4scar19-slash-20,4SCAR20,['4SCAR20']
sirolimus,Sirolimus,"['NPC-12G', 'Rapamune', 'Rapamycin', 'Sirolimus']"
ad-slash-l523s,Ad/L523S,"['recombinant adenovirus-L523S vaccine', 'Ad/L523S']"
autologous_ex_vivo-expanded_nk_cell-enriched_lymphocytes,Autologous ex vivo-expanded NK cell-enriched lymphocytes,['Autologous ex vivo-expanded NK cell-enriched lymphocytes']
methylphenidate,Methylphenidate,"['Concerta', 'Ritalin', 'Quillivant XR', 'd-methylphenidate', 'Methylphenidate']"
isoquercetin,Isoquercetin,['Isoquercetin']
grn1005,GRN1005,"['ANG1005', 'GRN1005']"
ci-8993,CI-8993,"['CI 8993', 'CI-8993']"
volumetric_modulated_arc_therapy_-lpar-vmat-rpar-,Volumetric modulated arc therapy (VMAT),"['VMAT', 'Volumetric modulated arc therapy', 'Volumetric modulated arc therapy (VMAT)']"
mixed_bacterial_vaccine,Mixed Bacterial Vaccine,"['MBV', 'Coley’s toxins', 'mixed bacteria vaccine', 'Mixed Bacterial Vaccine']"
mcla-145_n2,MCLA-145,['MCLA-145']
wh-4-023,WH-4-023,"['KIN001-112', 'WH-4-023']"
tetwtcea_vaccine,tetwtCEA vaccine,"['CEA/tetanus toxoid T helper epitope fusion protein-expressing DNA plasmid vaccine', 'tetwtCEA DNA', 'tetwtCEA', 'tetwtCEA vaccine']"
talimogene_laherparepvec,Talimogene laherparepvec,"['Imlygic', 'ImlygicR', 'OncoVEXGM-CSF', 'T-VEC', 'Talimogene laherparepvec']"
anetumab_ravtansine,Anetumab ravtansine,"['bay 94-9343', 'BAY-94-9343', 'BAY 86-1903', 'Anetumab ravtansine']"
kw-2450,KW-2450,['KW-2450']
ro4987655,RO4987655,['RO4987655']
thalidomide,Thalidomide,"['Synovir', 'Thalomid', 'Thalidomide']"
ropidoxuridine,Ropidoxuridine,"['IPdR', 'Ropidoxuridine']"
mdg1021,MDG1021,['MDG1021']
sodium_selenite,Sodium selenite,['Sodium selenite']
recombinant_interferon_alpha-2a,Recombinant interferon alpha-2a,"['Interferon alfa-2a', 'Roferon-A', 'IFN-a2a', 'Recombinant interferon alpha-2a']"
cc-90009,CC-90009,"['CC 90009', 'CC90009', 'CC-90009']"
attenuated_measles_vaccine,attenuated measles vaccine,"['Live attenuated measles virus vaccine', 'attenuated measles vaccine']"
fotemustine,Fotemustine,"['Muphoran', 'Fotemustine']"
w_pro1,W_pro1,['W_pro1']
afp-derived_peptides,AFP-derived peptides,"['AFP357/AFP403 peptides', 'AFP-derived peptides']"
neo-pv-01,NEO-PV-01,"['Personalized cancer vaccine', 'NeoAntigen-peptides', 'Personalized-neoantigen-cancer-vaccine-Neon-Therapeutics', 'Neoantigen-based vaccine', 'NEO-PV-01']"
magea10c796_t,MAGEA10c796 T,"['autologous MAGE-A10-specific HLA-A2-restricted TCR c796 gene-engineered lymphocytes', 'autologous genetically-modified T cells MAGEA10c796', 'autologous MAGE-A10-specific HLA-A2-restricted TCR c796 gene-engineered T lymphocytes', 'autologous MAGE A10c796 T cells', 'MAGEA10c796 T']"
ka2237,KA2237,"['KA-2237', 'KA 2237', 'KA2237']"
epratuzumab,Epratuzumab,['Epratuzumab']
tabelecleucel,Tabelecleucel,"['ATA129', 'ATA 129', 'Tabelecleucel']"
utomilumab,Utomilumab,"['PF-05082566', 'Utomilumab']"
pm-1503-3m,PM-1503-3M,['PM-1503-3M']
amatuximab,Amatuximab,['Amatuximab']
cc-292,CC-292,['CC-292']
vhl_peptides,VHL Peptides,"['VHL peptide vaccine', 'von Hippel-Lindau peptide vaccine', 'VHL Peptides']"
jw-7-24-1,JW-7-24-1,['JW-7-24-1']
apixaban,Apixaban,"['BMS-562247-01', 'BMS-562247', 'Eliquis', 'Apixaban']"
total_skin_electon_beam_therapy,Total skin electon beam therapy,"['TSEBT', 'Total skin electon beam therapy']"
prednisolone,Prednisolone,['Prednisolone']
u3-1402,U3-1402,['U3-1402']
ro5323441,RO5323441,['RO5323441']
seviteronel,Seviteronel,"['INO-464', 'VT-464', 'Seviteronel']"
ino-5401,INO-5401,['INO-5401']
olaparib,Olaparib,"['AZD2281', 'MK-7339', 'Lynparza', 'Olaparib']"
me_tarp,ME TARP,"['Multi-Epitope TARP Peptide Autologous Dendritic Cell Vaccin', 'ME TARP']"
zn-c5,ZN-c5,['ZN-c5']
tigatuzumab,Tigatuzumab,"['CS-1008', 'C552861', 'Anti-TRAIL-R2 MoAb', 'Anti-DR5 MoAb', 'Tigatuzumab']"
ags-16m8f,AGS-16M8F,['AGS-16M8F']
pf-03758309,PF-03758309,"['PF03758309', 'PF 03758309', 'PF-03758309']"
tazarotene,Tazarotene,"['Avage', 'Suretin', 'Tazarotene topical', 'C086827', 'Tazorac', 'D01132', 'AGN 190168 topical', 'IDP-123', 'Zorac', 'AGN 190168', 'AGN-190168', 'Fabior', 'LAS41006', 'Tazarotene']"
bx-912,BX-912,"['KIN001-175', 'BX-912']"
interferon_gamma_1b,Interferon gamma 1b,"['Interferon gamma-1b', 'IFN-G1b', 'IFNG1b', 'ACTIMMUNE', 'IFN gamma 1b', 'Interferon gamma 1b']"
nyh817g,NYH817G,['NYH817G']
-lpar-5z-rpar--7-oxozeaenol,(5Z)-7-Oxozeaenol,"['LL-Z1640-2', '(5Z)-7-Oxozeaenol']"
girentuximab,Girentuximab,"['WX-G250', 'chimeric monoclonal antibody cG250', 'monoclonal antibody G-250', 'Rencarex', 'MOAB G250', 'cG250', 'Girentuximab']"
mrna-2752,mRNA-2752,"['mRNA 2752', 'mRNA2752', 'mRNA-2752']"
exp039,EXP039,['EXP039']
tadalafil,Tadalafil,"['Cialis', 'Ic351', 'Tadalafil']"
_il-7-hybrid_fc_nt-i7,IL-7-hybrid Fc NT-I7,"['rhIL-7-hyFc', 'IL-7-hyFc', 'Il-7 hybrid Fc', 'NT-I7', 'GX-I7', 'Hyleukin', 'IL-7-hybrid Fc NT-I7']"
urelumab,Urelumab,"['BMS-663513', 'Urelumab']"
ibrutinib,Ibrutinib,"['Imbruvica', 'PCI-32765', 'Ibrutinib']"
imgn632,IMGN632,"['IMGN 632', 'IMGN-632', 'IMGN632']"
shr-1603,SHR-1603,"['SHR 1603', 'SHR1603', 'SHR-1603']"
nicotinamide,Nicotinamide,"['Nicosedine', 'Niacinamide', 'Vitamin B3', 'Nicotinic acid amide', 'Nicobion', 'D00036', 'D009536', 'Nicotylamide', 'Papulex', 'Vitamin PP', 'Enduramide', 'Nicotinamide Riboside', 'NIAGEN', 'Nicamid', 'Vitamin B 3', 'Pellagra-preventing factor', 'Nicotinamide']"
clofarabine,Clofarabine,"['Clofarex', 'Clolar', 'Clofarabine']"
xl092,XL092,"['XL 092', 'XL-092', 'XL092']"
ad5-hgcc-padre,Ad5-hGCC-PADRE,"['adenovirus 5-human guanylyl cyclase C-PADRE vaccine', 'Ad5-hGCC-PADRE']"
incagn02385,INCAGN02385,['INCAGN02385']
cta101,CTA101,['CTA101']
demcizumab,Demcizumab,"['OMP-21M18', 'Demcizumab']"
ublituximab,Ublituximab,"['TG-1101', 'Ublituximab']"
histrelin_acetate,Histrelin,"['Supprelin', 'Vantas', 'Histrelin acetate', 'Histrelin']"
lestaurtinib,Lestaurtinib,['Lestaurtinib']
phesgo_-lpar-pertuzumab_-_trastuzumab_-_hyaluronidase-zzxf-rpar-,PHESGO (Pertuzumab - Trastuzumab - Hyaluronidase-zzxf),"['PHESGO', 'PHESGO (Pertuzumab - Trastuzumab - Hyaluronidase-zzxf)']"
kn026,KN026,"['KN-026', 'KN 026', 'KN026']"
df6002,DF6002,['DF6002']
trabectedin,Trabectedin,"['Yondelis', 'Trabectedin']"
marimastat,Marimastat,"['TA-2516', 'BB-2516', 'Marimastat']"
samalizumab_,Samalizumab,"['anti-CD200 monoclonal antibody ALXN6000 immunoglobulin', 'ALXN6000', 'Samalizumab']"
intraoperative_radiation_therapy_-lpar-iort-rpar-,Intraoperative radiation therapy (IORT),"['Intraoperative radiation therapy', 'Intraoperative electron radiation therapy', 'Low-energy IORT', 'IOERT', 'HDR-IORT', 'Targeted intra-operative radiotherapy', 'IORT', 'X-ray IORT', 'TARGIT', 'Electron IORT', 'Low energy IORT', 'Intraoperative radiation therapy (IORT)']"
alks_4230,ALKS 4230,"['RDB 1450', 'ALKS 4230']"
abagovomab,Abagovomab,"['MAb ACA 125', 'ACA125', 'C518318', 'ACA 125', 'VaccinOvar', 'Abagovomab']"
alectinib,Alectinib,"['AF802', 'UNII-LIJ4CT1Z3Y', 'AF-802', 'CH5424802', 'Alecensa', 'RO5424802', 'RG7853', 'Alectinib']"
mp0310,MP0310,['MP0310']
lipoplatin,Lipoplatin,"['Liposomal cisplatin', 'Lipoplatin']"
otsgc-a24,OTSGC-A24,"['OTSGC-A24 combined peptide vaccine', 'OTSGC-A24']"
azd4547,AZD4547,"['FGFR inhibitor AZD4547', 'AZD4547']"
duligotuzumab,Duligotuzumab,"['MEHD7945A', 'Duligotuzumab']"
pvsripo,PVSRIPO,"['recombinant oncolytic poliovirus PVS-RIPO', 'PVS-RIPO', 'PVSRIPO']"
tsr-022,TSR-022,"['TSR 022', 'TSR-022']"
1018_iss,1018 ISS,"['ISS 1018 CpG oligodeoxynucleotide', '1018 ISS']"
ct032,CT032,"['CT032 CD19 CAR T', 'CT032']"
cp-724714,CP-724714,"['inhibitor CP-724714', 'CP724714', 'C521104', 'CP-724714']"
-lpar-211-rpar-at-mx35_f-lpar-ab-prime--rpar-2,(211)At-MX35 F(ab')2,"[""211At-MX35 F(ab')2"", ""(211)At-MX35 F(ab')2""]"
apvac1_-plus-_apvac2,APVAC1 + APVAC2,"['synthetic glioblastoma mutated tumor-specific peptides vaccine therapy APVAC2', 'synthetic glioblastoma tumor-associated peptides vaccine therapy APVAC1', 'APVAC1 + APVAC2']"
ye-neo-001,YE-NEO-001,"['Nant Neoepitope yeast vaccine', 'YE-NEO 001', 'YE NEO 001', 'YE-NEO-001']"
dtrmwxhs-12,DTRMWXHS-12,"['DTRMWXHS 12', 'DTRMWXHS-12']"
hx008,HX008,"['HX-008', 'HX 008', 'HX008']"
quizartinib,Quizartinib,"['class III receptor tyrosine kinase inhibitor AC220', 'AC220', 'Quizartinib']"
her2-peptid-vakzine,HER2-Peptid-Vakzine,['HER2-Peptid-Vakzine']
tacrolimus,Tacrolimus,"['ENVARSUS XR', 'Advargraf', 'Prograf', 'FK506', 'Tacrolimus']"
valproic_acid,Valproic acid,"['Stavzor', 'Valproate Sodium', 'Valproate', 'Valproic acid']"
na17-dot-a2_peptide_vaccine,NA17.A2 peptide vaccine,"['NA17.A2', 'NA17.A2 peptide vaccine']"
ad-cea_vaccine,Ad-CEA vaccine,['Ad-CEA vaccine']
slc-391,SLC-391,['SLC-391']
naquotinib,Naquotinib,"['ASP8273', 'EGFR inhibitor ASP8273', 'Naquotinib']"
avitinib,Avitinib,"['Abivertinib maleate', 'AC0010MA', 'AC0010 maleate', 'Abivertinib', 'ac0010', 'Avitinib']"
rly-4008,RLY-4008,['RLY-4008']
ptvg-hp,pTVG-HP,"['DNA vaccine encoding PAP', 'pTVG-HP']"
imo-2055,IMO-2055,['IMO-2055']
zsp1602,ZSP1602,['ZSP1602']
sar566658,SAR566658,"['huDs6-DM4', 'SAR566658']"
tomivosertib,Tomivosertib,['Tomivosertib']
mtx110,MTX110,"['MTX-110', 'MTX 110', 'MTX110']"
onvansertib,Onvansertib,"['PCM-075', 'PCM075', 'PCM 075', 'Onvansertib']"
trifluridine_and_tipiracil_hydrochloride,Trifluridine and Tipiracil Hydrochloride,"['TAS-102', 'Lonsurf', 'Trifluridine', 'Trifluridine and Tipiracil Hydrochloride']"
vorolanib,Vorolanib,"['CM-082', 'CM082', 'CM 082', 'X-82', 'X 82', 'Vorolanib']"
foslinanib,Foslinanib,"['TRX818', 'CVM-1118', 'CVM1118', 'CVM 1118', 'TRX 818', 'TRX-818', 'Foslinanib']"
gw843682x,GW843682X,"['KIN001-134', 'GW843682X']"
propranolol,Propranolol,"['Propranolol Hydrochloride', 'Innopran XL', 'Hemangeol', 'Inderal', 'Propranolol']"
azd5153,AZD5153,"['AZD 5153', 'AZD5153']"
edp1503,EDP1503,"['EDP 1503', 'EDP-1503', 'EDP1503']"
a-443654,A-443654,"['KIN001-139', 'A-443654']"
slc-0111,SLC-0111,['SLC-0111']
wnt974,WNT974,"['LGK974', 'WNT974']"
selinexor,Selinexor,"['ATG010', 'ATG 010', 'KPT330', 'KPT-330', 'Xpovio', 'ATG-010', 'Selinexor']"
auranofin,Auranofin,"['Ridaura', 'Auranofin']"
tsr-033,TSR-033,"['TSR033', 'TSR 033', 'TSR-033']"
octreotide,Octreotide,"['Sandostatina', 'SM 201-995', 'D015282', 'SAN 201-995', 'D00442', 'SMS 201-995', 'Sandoz 201-995', 'Octreotide acetate', 'Longastatin', 'Samilstin', 'Longastatina', 'Sandostatine', 'Sandostatin', 'Octreotide']"
et140202,ET140202,"['ET 140202', 'ET140202 autologous T cells', 'ET-140202', 'ET140202']"
theratope,Theratope,"['STn-KLH', 'Theratope']"
leronlimab,Leronlimab,"['PRO 140', 'PRO140', 'Leronlimab']"
gda-201,GDA-201,['GDA-201']
vantictumab,Vantictumab,"['OMP-18R5', 'Vantictumab']"
muc1-ctls,MUC1-CTLs,"['MUC1-specific cytotoxic T cells', 'MUC1-gene-DC-CTL', 'MUC1-peptide-DC-CTL', 'MUC1-CTLs']"
su14813,SU14813,"['SU 14813', 'SU-14813', 'Multitargeted tyrosine kinase inhibitor SU14813', 'SU-14,813', 'C513935', 'SU 014813', 'SU-014813', 'SU014813', 'SU14813']"
trilaciclib,Trilaciclib,"['G1T28', 'Trilaciclib']"
personalized_peptide_vaccination,Personalized peptide vaccination,['Personalized peptide vaccination']
pf-04518600,PF-04518600,"['PF-8600', 'PF-04518600']"
hpv-16_trojan_vaccine,HPV-16 Trojan vaccine,"['HPV-16 Trojan peptide', 'HPV-16 Trojan vaccine']"
vanucizumab,Vanucizumab,"['RG7221', 'RO5520985', 'Vanucizumab']"
ibritumomab_tiuxetan,Ibritumomab Tiuxetan,"['Zevalin', 'Ibritumomab Tiuxetan']"
lifastuzumab_vedotin,Lifastuzumab vedotin,"['DNIB0600A', 'MNIB2126A', 'RG-7599', 'Lifastuzumab vedotin']"
atl001,ATL001,"['autologous cNeT ATL001', 'ATL 001', 'ATL-001', 'ATL001']"
isa101b,ISA101b,['ISA101b']
absk021,ABSK021,"['ABSK 021', 'ABSK-021', 'ABSK021']"
panobinostat,Panobinostat,"['Farydak', 'LBH589', 'Panobinostat']"
p53mva_vaccine,p53MVA vaccine,"['MVA-p53', 'MVA-p53 vaccinemodified vaccinia virus ankara vaccine expressing p53', 'Modified Vaccinia Virus Ankara Vaccine Expressing p53', 'p53MVA', 'MVAp53 vaccine', 'p53MVA vaccine']"
dsp-7888,DSP-7888,"['WT1 protein-derived peptide vaccine DSP-7888', 'DSP-7888']"
quinine,Quinine,"['Quinate', 'Quinine bisulfate', 'Quinine sulfate', 'Qualaquin', 'Quinine']"
dacetuzumab,Dacetuzumab,"['huS2C6', 'SGN-40', 'Dacetuzumab']"
emapalumab-lzsg,Emapalumab-lzsg,"['NI-0501', 'Gamifant', 'Emapalumab', 'Emapalumab-lzsg']"
vorsetuzumab_mafodotin,Vorsetuzumab mafodotin,"['anti-CD70 monoclonal antibody SGN-75', 'vorsetuzumab-mafodotin', 'D10341', 'SGN-75', 'Vorsetuzumab mafodotin']"
erlotinib,Erlotinib,"['Erlotinib Hydrochloride', 'Tarceva', 'Erlotinib']"
triapine,Triapine,"['3-Apct', 'OCX-191', '3-AP', 'Triapine']"
afimoxifene,Afimoxifene,"['4-Hydroxy-Tamoxifen', 'Afimoxifene']"
bp1001-a,BP1001-A,['BP1001-A']
ivosidenib,Ivosidenib,"['AG-120', 'AG 120', 'tibsovo', 'AG120', 'Ivosidenib']"
cdx-014,CDX-014,"['CR 014-vcMMAE', 'CDX014', 'CR014-vcMMAE', 'CDX-014']"
ricolinostat,Ricolinostat,"['HDAC6 inhibitor ACY-1215', 'ACY-1215', 'histone deacetylase 6 inhibitor ACY-1215', 'Ricolinostat']"
cyclophosphamide,Cyclophosphamide,"['Neosar', 'Clafen', 'CTX', 'Cytoxan', 'Revimmune', 'Endoxan', 'Cyclophosphamide']"
avm0703,AVM0703,['AVM0703']
niclosamide,Niclosamide,"['Yomesan', 'Niclosamide']"
mitoxantrone,Mitoxantrone,"['Mitozantrone', 'Mitoxantrone Hydrochloride', 'Novantrone', 'Mitoxantrone']"
vatalanib,Vatalanib,"['CGP 797870', 'D06285', 'PTK 787', 'PTK787/ZK 222584', 'CGP-79787', 'PTK787', 'CGP 79787', 'PTK-787', 'ZK232934', 'ZK-222584', 'ZK 222584', 'ZK222584', 'CGP79787D', 'CGP-797870', 'ZK-232934', 'C404768', 'ZK 232934', 'Vatalanib succinate', 'PTK/ZK', 'Vatalanib']"
tumor-associated_antigen_cytotoxic_t_cells,Tumor-associated antigen cytotoxic T cells,"['TAA-Ts', 'TAA-T', 'TAA-CTL', 'Tumor associated antigen lymphocytes', 'Tumor-associated antigen cytotoxic T cells']"
gen1042,GEN1042,"['BNT312', 'GEN1042']"
131i-omburtamab,131I-omburtamab,"['131I Omburtamab', '131 I-omburtamab', '131I-omburtamab']"
ipafricept,Ipafricept,"['OMP54F28', 'OMP-54F28', 'Fzd8-Fc', 'Ipafricept']"
ly2584702,LY2584702,['LY2584702']
astugenal,Astugenal,"['Antineoplaston AS2-1', 'AS2-1', 'Astugenal']"
m802,M802,['M802']
indatuximab_ravtansine,Indatuximab Ravtansine,"['BT062', 'BT-062', 'nBT062-DM4', 'Indatuximab Ravtansine']"
gsk3052230,GSK3052230,"['FP-1039', 'FGFR1 receptor antagonist FP-1039', 'HGS1036', 'FP 1039', 'FGFR1 receptor antagonist HGS1036', 'GSK3052230']"
gsk2256098,GSK2256098,['GSK2256098']
dendritic_cells_pulsed_with_whole_tumor_lysate_vaccine--etcw2ipz,Dendritic cells pulsed with whole tumor lysate vaccine (APDC),"['APDC', 'APDC vaccine autologous colorectal tumor antigen-pulsed DC vaccine', 'Tumor lysate-loaded DCs', 'autologous colorectal tumor antigen-pulsed dendritic cell vaccine', 'Autologous tumour lysate dendritic cell vaccine', 'Dendritic cells pulsed with whole tumor lysate vaccine (APDC)']"
tivantinib,Tivantinib,"['ARQ 197', 'ARQ197', 'Tivantinib']"
car-t-colon-_anti-cd133-comma-_ii_generation_-lpar-cd3--etcrfmhp,"CAR-T: Anti-CD133, II generation (CD3zeta_4-1BB)","['CAR-T: Anti-CD133, II generation (CD3zeta_4-1BB)']"
incagn01949,INCAGN01949,['INCAGN01949']
nbtxr3,NBTXR3,['NBTXR3']
motesanib,Motesanib,"['Motesanib diphosphate', 'AMG-706', 'C000625785', 'AMG 706', 'D06678', 'AMG706', 'Motesanib phosphate', 'Motesanib']"
gabapentin,Gabapentin,"['Neurontin', 'Gralise', 'Gabapentin']"
dc-006_vaccine,DC-006 vaccine,"['ovarian cancer stem cell/hTERT/survivin mRNAs-loaded autologous dendritic cell vaccine', 'DC-006 vaccine']"
ganitumab,Ganitumab,"['AMG 479', 'Ganitumab']"
bms-986207,BMS-986207,['BMS-986207']
ivac_mutanome,IVAC MUTANOME,"['IVAC_M_uID', 'IVAC MUTANOME']"
prinomastat,Prinomastat,"['AG3340', 'AG-3340', 'AG 3340', 'Prinomastat']"
duvortuxizumab,Duvortuxizumab,"['JNJ-64052781', 'MGD011', 'Duvortuxizumab']"
gvax_melanoma_vaccine,GVAX melanoma vaccine,"['allogeneic GM-CSF-secreting lethally irradiated whole melanoma cell vaccine', 'GVAX melanoma vaccine']"
hb002-dot-1t,HB002.1T,['HB002.1T']
vb10-dot-neo,VB10.NEO,['VB10.NEO']
ac-701,AC-701,['AC-701']
rtx-240,RTX-240,['RTX-240']
immunological_adjuvant_opt-821,Immunological adjuvant OPT-821,"['OPT-821', 'saponin-based immunoadjuvant obi-821', 'obi-821', 'Immunological adjuvant OPT-821']"
sar405838,SAR405838,['SAR405838']
plx51107,PLX51107,"['PLX 51107', 'PLX-51107', 'PLX51107']"
dmot4039a,DMOT4039A,"['RG 7600', 'Anti-mesothelin/MMAE antibody-drug conjugate DMOT4039A', 'RG7600', 'DMOT-4039A', 'DMOT4039A']"
at-406,AT-406,"['IAP inhibitor AT-406', 'SM-406', 'SM406', 'AT 406', 'SM 406', 'Debio-1143', 'C559144', 'DEBIO1143', 'AT406', 'Debio 1143', 'AT-406']"
ptc596,PTC596,['PTC596']
_gp100-comma-_mart-1-comma-_tyrosinase-comma-_mage-3-d--etcdt8qm,"gp100, MART-1, tyrosinase, MAGE-3.A2, MAGE-A10, NA17 peptides vaccine","['gp100, MART-1, tyrosinase, MAGE-3.A2, MAGE-A10, NA17 peptides vaccine']"
oric-101,ORIC-101,"['ORIC 101', 'ORIC101', 'ORIC-101']"
zanubrutinib,Zanubrutinib,"['BTK-InhB', 'BGB-3111', 'Brukinsa', 'Zanubrutinib']"
vx-001,Vx-001,"['HLA-A*0201 restricted telomerase-specific vaccine Vx-001', 'HLA-A*0201-restricted TERT(572Y)/TERT(572) peptides vaccine Vx-001', 'Vx-001']"
gsk6097608,GSK6097608,['GSK6097608']
sb-as15,SB-AS15,"['SB AS15', 'SBAS15', 'SB-AS15']"
osimertinib,Osimertinib,"['Tagrisso', 'mereletinib', 'AZD9291', 'EGFR inhibitor AZD9291', 'Osimertinib']"
cytarabine,Cytarabine,"['Erpalfa', 'CHX-3311', 'cytarabinum', 'cytarabine hydrochloride', 'Aracytin', 'arabinosylcytosine', 'ARA-C', 'U 19920', 'U-19920', 'ARA-cell', 'Cytosar', 'cytosine-.beta.-arabinoside', 'Cytosine arabinoside', 'StarasidUdicil', 'Aracytine', 'Cytarbel', 'beta-cytosine arabinoside', 'Alexan', 'arabinofuranosylcytosine', 'Arabine', 'Cytosar-U', 'aracytidine', 'WR-28453', 'U-29920A HCl', 'cytosine arabinosine hydrochloride', 'Tarabine PFS', 'Cytarabine']"
shr-a1811,SHR-A1811,['SHR-A1811']
dupilumab,Dupilumab,"['SAR 231893', 'REGN 668', 'REGN-668', 'REGN668', 'SAR231893', 'Dupixent', 'SAR-231893', 'Dupilumab']"
medi-573,MEDI-573,['MEDI-573']
palbociclib,Palbociclib,"['PD332991', 'PD-0332991', 'Ibrance', 'Palbociclib']"
tqb3616,TQB3616,['TQB3616']
miv-818,MIV-818,"['MIV818', 'MIV 818', 'MIV-818']"
immunomax,Immunomax,['Immunomax']
cpi-444,CPI-444,"['V81444', 'Ciforadenant', 'CPI-444']"
careseng_1370,Careseng 1370,['Careseng 1370']
vismodegib,Vismodegib,"['Erivedge', 'Vismodegib']"
phenformin,Phenformin,"['Phenformin hydrochloride', 'Phenformin']"
ci-1033,Canertinib,"['CI-1033', 'PD183805', 'canertinib dihydrochloride', 'Canertinib']"
sel24-slash-men1703,SEL24/MEN1703,['SEL24/MEN1703']
cobicistat,Cobicistat,['Cobicistat']
luspatercept,Luspatercept-aamt,"['ACE-536', 'Luspatercept', 'Reblozyl', 'Luspatercept-aamt']"
venetoclax,Venetoclax,"['ABT-0199', 'GDC-0199', 'RG7601', 'Venclexta', 'ABT199', 'ABT-199', 'Venetoclax']"
gb1275,GB1275,"['GB 1275', 'GB-1275', 'GB1275']"
cholecalciferol,Cholecalciferol,"['Vitamin D3', 'delsterol', 'Calciol', 'Cholecalciferol']"
-lpar-131-rpar-i-cg250,(131)I-cG250,"['131I-Girentuximab', '131I-cG250', '(131)I-cG250']"
loncastuximab_tesirine,Loncastuximab tesirine,"['ADCT-402', 'RB4v1.2-SG-3249', 'Lonca', 'Loncastuximab tesirine']"
paclitaxel_poliglumex,Paclitaxel poliglumex,"['Opaxio', 'Xyotax', 'Paclitaxel poliglumex']"
tenalisib,Tenalisib,"['RP 6530', 'RP6530', 'RP-6530', 'Tenalisib']"
azd7762,AZD7762,['AZD7762']
oseltamivir,Oseltamivir,"['Tamiflu', 'Oseltamivir']"
onalespib,Onalespib,"['AT13387', 'Onalespib']"
lorvotuzumab_mertansine,Lorvotuzumab mertansine,"['BB-10901', 'IMGN901', 'huN901-DM1', 'Lorvotuzumab mertansine']"
cl-387785,CL-387785,"['EKI-785', 'CL-387785']"
xav_939,XAV 939,"['NVP-XAV939', 'XAV 939']"
isotretinoin,Isotretinoin,"['neovitamin A', 'Accutane', '13-cis-retinoic acid', 'Isotretinoin']"
personalized_peptide_vaccine,Personalized Peptide Vaccine,['Personalized Peptide Vaccine']
mcs110,MCS110,['MCS110']
immature_autologous_dendritic_cells,Immature autologous dendritic cells,"['Immature autologous DCs', 'iDCs', 'Immature autologous dendritic cells']"
asg-5me,ASG-5ME,"['ASG-5-ME', 'anti-AGS-5 Ab-drug conjugate ASG-5ME', 'AGS-5-ME', 'C583373', 'ASG 5ME', 'ASG-5ME']"
bb-1701,BB-1701,['BB-1701']
hs-10296,Almonertinib,"['HS-10296', 'Almonertinib']"
afp-slash-mage-1-slash-gpc-3_pulsed_dcs,AFP/MAGE-1/GPC-3 pulsed DCs,['AFP/MAGE-1/GPC-3 pulsed DCs']
zsp1241,ZSP1241,['ZSP1241']
coxsackievirus_a21,Coxsackievirus A21,"['V937', 'CAVATAK', 'CVA21', 'Coxsackievirus A21']"
ny-eso-1_peptide_vaccine,NY-ESO-1 peptide vaccine,"['ESO-1 Peptide Vaccine', 'NY-ESO-1 peptide vaccine']"
paricalcitol,Paricalcitol,['Paricalcitol']
dc-slash-aml_fusion_cells,DC/AML fusion cells,['DC/AML fusion cells']
stf-62247,STF-62247,['STF-62247']
trigriluzole,Trigriluzole,['Trigriluzole']
prgn-3006,PRGN-3006,"['PRGN3006', 'PRGN 3006', 'PRGN-3006']"
pexidartinib,Pexidartinib,"['Turalio', 'PLX3397', 'PLX108-01', 'Pexidartinib']"
